# Skill names mined from the corpus (issue #40), written by scripts/taxonomy_mine.py.
# Corpus: the 26587 IN descriptions of the development database, newest vacancy update 2026-09-20.
# Left out: every form of docs/measurements/taxonomy-candidates-2026-09-24.tsv and every key of src/main/resources/taxonomy/skills.tsv.
# Kept: df >= 3, in the ads of >= 3 companies, written as a name (every word capitalized or
# carrying a digit or symbol) in >= 40% of its mid-sentence occurrences, with a known skill within 6
# words in >= 20% of them, and a phrase holding a name-like word.
# capitalized (written as a name) and near are those shares; each form=N counts a spelling mid-sentence.
df	name	companies	capitalized	near	forms
8	Azure Event Hubs	7	1.00	1.00	Azure Event Hubs=6
8	Azure ExpressRoute	6	1.00	1.00	Azure ExpressRoute=9
8	Azure Gov	5	1.00	0.50	Azure Gov=6
8	Azure RBAC	4	1.00	0.36	Azure RBAC=11
8	Azure Terraform	7	1.00	1.00	Azure Terraform=1
8	Backend C#	3	1.00	1.00	Backend C#=1
8	Backend C# .NET	3	1.00	1.00	Backend C# .NET=1
8	Backend Engineer Java	3	1.00	1.00	Backend Engineer Java=1
8	Bash Hands	8	1.00	1.00	Bash Hands=1
8	Batch Apex	6	0.75	0.88	Batch Apex=6|batch Apex=1|batch apex=1
8	Bedrock Model	4	1.00	1.00	Bedrock Model=1
8	Bedrock Why	3	1.00	1.00	Bedrock Why=3
8	BEGEISTERST	3	0.75	0.25	BEGEISTERST=6|begeisterst=2
8	Beneficial Qualifications	3	1.00	0.50	Beneficial Qualifications=4
8	Blob Storage Azure	8	1.00	1.00	Blob Storage Azure=2
8	Bonus Qualifications Hands	6	1.00	1.00	Bonus Qualifications Hands=2
8	Boot RESTful	4	1.00	1.00	Boot RESTful=1
8	Bring 1+	7	1.00	0.33	Bring 1+=6
8	BRL	5	1.00	0.60	BRL=10
8	Capacitor	7	1.00	1.00	Capacitor=12
8	Captain	6	0.75	0.50	Captain=9|captain=3
8	CATIA	7	1.00	0.25	CATIA=5|Catia=3
8	CCDP	5	1.00	0.38	CCDP=8
8	CD What	5	1.00	1.00	CD What=7
8	Certifications AZ	6	1.00	1.00	Certifications AZ=1
8	Certifications AZ 104	6	1.00	1.00	Certifications AZ 104=1
8	Certified Associate	8	1.00	0.56	Certified Associate=9
8	Charles Proxy	6	0.86	0.86	Charles Proxy=6|Charles proxy=1
8	CheckMK	7	1.00	0.50	CheckMK=5|Checkmk=5
8	CI Knowledge	3	1.00	1.00	CI Knowledge=1
8	Circle CI	6	1.00	1.00	Circle CI=5
8	Cisco NX	7	1.00	0.71	Cisco NX=7
8	CISM GIAC	6	1.00	1.00	CISM GIAC=1
8	Claude Certified	7	1.00	0.75	Claude Certified=4
8	Claude Code Experience	6	0.75	1.00	Claude Code Experience=3|Claude code Experience=1
8	Claude Code The	5	1.00	1.00	Claude Code The=1
8	CLIP	7	0.75	0.25	CLIP=5|clip=2|Clip=1
8	Cloud Platforms Google	7	1.00	1.00	Cloud Platforms Google=1
8	CloudWatch Experience	8	1.00	1.00	CloudWatch Experience=4
8	CLS	6	1.00	0.22	CLS=9
8	Competencies Required	6	0.57	0.29	Competencies Required=4|competencies required=3
8	Compose You	7	1.00	0.50	Compose You=2
8	conda	6	0.50	0.58	conda=6|Conda=6
8	Confluence Strong	8	1.00	1.00	Confluence Strong=2
8	Core Infra	5	0.67	0.67	Core Infra=4|core infra=2
8	CPQ Specialist	7	0.88	1.00	CPQ Specialist=7|CPQ specialist=1
8	CSS Cloud	4	1.00	1.00	CSS Cloud=8
8	cuBLAS	5	1.00	0.38	cuBLAS=8
8	Cybersecurity Architect Expert	8	1.00	1.00	Cybersecurity Architect Expert=1
8	Data Engineer About	6	0.80	0.20	Data Engineer About=4|data Engineer About=1
8	Data Engineer Role	6	0.50	0.25	Data Engineer Role=2|data engineer role=2|Data Engineer role=2|DATA ENGINEER ROLE=2
8	Databases Microsoft	6	0.50	1.00	Databases Microsoft=1|databases Microsoft=1
8	Databricks Cloud	7	1.00	1.00	Databricks Cloud=2
8	Datadog Strong	5	1.00	0.75	Datadog Strong=4
8	DDI	6	1.00	0.44	DDI=27
8	Desirable Qualifications	6	1.00	0.25	Desirable Qualifications=4
8	Dev Experience	4	0.57	0.29	Dev Experience=4|dev experience=3
8	Developer Java	6	1.00	1.00	Developer Java=3
8	DevOps Proficiency	4	0.67	0.67	DevOps Proficiency=4|DevOps proficiency=2
8	DevOps YAML	5	1.00	1.00	DevOps YAML=7|Devops YAML=1
8	DevTools Protocol	4	1.00	1.00	DevTools Protocol=7
8	DHS Public Trust	6	0.75	0.25	DHS Public Trust=5|DHS public trust=2|DHS PUBLIC TRUST=1
8	dip	4	0.45	0.36	dip=6|DIP=5
8	Directory Cloud	7	1.00	1.00	Directory Cloud=2
8	Directory Domain	7	0.80	0.20	Directory Domain=4|Directory domain=1
8	Docker PostgreSQL	6	1.00	1.00	Docker PostgreSQL=2
8	DPA	8	1.00	0.56	DPA=9
8	Dropwizard	5	1.00	1.00	Dropwizard=6|DropWizard=2
8	Du Verantwortung	3	0.62	1.00	Du Verantwortung=5|du Verantwortung=3
8	Durchf	7	0.89	0.22	Durchf=8|durchf=1
8	EAS	7	1.00	0.22	EAS=9
8	Eclipse IDE	4	1.00	0.89	Eclipse IDE=9
8	ECS CI	6	1.00	1.00	ECS CI=3
8	EFS	7	1.00	0.75	EFS=8
8	EIBs	8	1.00	0.30	EIBs=10
8	ELF	4	1.00	0.75	ELF=4
8	EnCase	6	1.00	0.25	EnCase=5|Encase=3
8	Enge	7	0.83	0.33	Enge=5|enge=1
8	engineer Familiarity	7	0.43	0.29	engineer Familiarity=4|Engineer Familiarity=3
8	Engineer Google Cloud	8	1.00	1.00	Engineer Google Cloud=3
8	Engineering #LI	5	1.00	0.67	Engineering #LI=3
8	Engineering Previous	7	0.50	0.25	Engineering Previous=2|engineering Previous=2
8	EntraID	5	1.00	0.56	EntraID=9
8	Entwicklungsteams	5	1.00	0.38	Entwicklungsteams=8
8	ESM	6	1.00	0.50	ESM=6
8	Essential 5+	6	1.00	0.50	Essential 5+=2
8	ethers.js	6	1.00	0.22	ethers.js=7|Ethers.js=2
8	Execute API	6	0.50	0.38	Execute API=4|execute API=4
8	Expert AWS	7	1.00	1.00	Expert AWS=1
8	Expert Azure	6	1.00	1.00	Expert Azure=1
8	Expert Microsoft	8	1.00	1.00	Expert Microsoft=5
8	FactSet	4	1.00	0.25	FactSet=8
8	FastAPI React	6	1.00	1.00	FastAPI React=1
8	Flask Experience	7	1.00	1.00	Flask Experience=5
8	FMS	3	1.00	0.22	FMS=7|FMs=2
8	Foundry AWS Bedrock	5	1.00	1.00	Foundry AWS Bedrock=1
8	FPGAs Experience	5	1.00	0.50	FPGAs Experience=8
8	Frida	7	1.00	0.88	Frida=8
8	GCP AI	7	1.00	0.50	GCP AI=2
8	GCP Cloud Architect	3	1.00	0.38	GCP Cloud Architect=8
8	GCP Design	5	1.00	1.00	GCP Design=3
8	Generative AI Solid	4	1.00	1.00	Generative AI Solid=2
8	GIAC Security	5	1.00	0.25	GIAC Security=8
8	Git Interest	6	1.00	0.50	Git Interest=2
8	Git TFS	5	1.00	1.00	Git TFS=1
8	GitHub Actions Observability	4	1.00	1.00	GitHub Actions Observability=1
8	Github Issues	5	0.62	0.50	Github Issues=3|GitHub issues=3|GitHub Issues=2
8	Github Strong	7	1.00	1.00	Github Strong=1|GitHub Strong=1
8	GitLab Service	3	1.00	1.00	GitLab Service=2
8	GitLab Service Desk	3	1.00	1.00	GitLab Service Desk=2
8	GlobalProtect	7	1.00	0.46	GlobalProtect=13
8	Glue Data	6	1.00	0.86	Glue Data=7
8	Glue Data Catalog	6	1.00	0.86	Glue Data Catalog=7
8	Go Ability	8	1.00	0.50	Go Ability=2
8	Google Compute	4	1.00	1.00	Google Compute=8
8	Google Pubsub	4	1.00	1.00	Google Pubsub=6|Google PubSub=2
8	Google Search Console	7	1.00	0.44	Google Search Console=9
8	Google SecOps	5	1.00	0.46	Google SecOps=13
8	Goose	4	0.91	0.27	Goose=8|GOOSE=2|goose=1
8	GPOs	8	1.00	0.22	GPOs=9
8	Grafana AWS	7	1.00	1.00	Grafana AWS=1
8	Grafana Understanding	7	1.00	1.00	Grafana Understanding=2
8	Grand Palais	3	1.00	0.54	Grand Palais=13
8	HAM	6	1.00	0.64	HAM=14
8	Has 3+	4	0.50	0.50	Has 3+=1|has 3+=1
8	HashiCorp Terraform Associate	8	1.00	0.50	HashiCorp Terraform Associate=6
8	Hat Linux	7	1.00	0.88	Hat Linux=8
8	Helm A	5	1.00	1.00	Helm A=3
8	Helm Ansible	7	1.00	1.00	Helm Ansible=1
8	HIPS	3	1.00	0.38	HIPS=8
8	Hotjar	6	1.00	0.43	Hotjar=7
8	HTL	5	1.00	0.92	HTL=12
8	IaC Code	5	0.57	0.57	IaC Code=4|IaC code=3
8	implement DevSecOps	6	0.40	0.20	implement DevSecOps=3|Implement DevSecOps=2
8	Installer	7	0.50	0.62	Installer=4|installer=4
8	Internet Information	7	0.90	0.90	Internet Information=9|internet Information=1
8	ITAM	7	1.00	0.36	ITAM=11
8	Java APIs	6	1.00	0.75	Java APIs=8
8	Java Demonstrated	8	1.00	0.33	Java Demonstrated=3
8	Java Engineering	6	0.62	0.50	Java Engineering=5|Java engineering=3
8	Java engineers	5	0.44	0.22	Java engineers=5|Java Engineers=4
8	Java Kafka	6	1.00	1.00	Java Kafka=1
8	Javascript A	5	0.50	1.00	Javascript A=1|JavaScript A=1|JavaScript a=1|Javascript a=1
8	JavaScript Familiarity	8	1.00	1.00	JavaScript Familiarity=3
8	JEE	5	1.00	1.00	JEE=10
8	Jetpack components	5	0.50	1.00	Jetpack components=4|Jetpack Components=4
8	Jira Cloud	5	1.00	0.27	Jira Cloud=11
8	JQL	6	1.00	0.89	JQL=9
8	JReview	3	1.00	0.75	JReview=8
8	Kafka Confluent	6	1.00	1.00	Kafka Confluent=1
8	Kafka Understanding	5	1.00	0.67	Kafka Understanding=3
8	Kafka What	6	1.00	0.80	Kafka What=5
8	Kedro	5	1.00	0.86	Kedro=7
8	Key Responsibilities Deploy	7	1.00	1.00	Key Responsibilities Deploy=1
8	Key Responsibilities Development	6	1.00	1.00	Key Responsibilities Development=1
8	Key Responsibilities Hands	8	1.00	1.00	Key Responsibilities Hands=1
8	Kotlin React	7	1.00	1.00	Kotlin React=1
8	Kubernetes Database	5	1.00	1.00	Kubernetes Database=3
8	Kubernetes Docker Helm	7	1.00	1.00	Kubernetes Docker Helm=1
8	Kubernetes Ingress	5	0.50	0.62	Kubernetes Ingress=4|Kubernetes ingress=4
8	Kubernetes This	6	1.00	0.67	Kubernetes This=3
8	LangGraph Experience	7	1.00	0.67	LangGraph Experience=3
8	LLMs LangChain	5	1.00	1.00	LLMs LangChain=1
8	LogicMonitor	7	1.00	0.71	LogicMonitor=6|Logicmonitor=1
8	Looker Familiarity	8	1.00	0.67	Looker Familiarity=3
8	Management Docker	6	1.00	1.00	Management Docker=1
8	Manager Strong	7	0.67	0.33	Manager Strong=2|manager Strong=1
8	Manager Web	8	0.67	0.67	Manager Web=2|manager web=1
8	Mercurial	5	0.88	1.00	Mercurial=7|mercurial=1
8	Microsoft 365 SharePoint	8	1.00	1.00	Microsoft 365 SharePoint=2
8	Microsoft Azure Microsoft	6	1.00	1.00	Microsoft Azure Microsoft=4
8	Microsoft Visual	7	1.00	1.00	Microsoft Visual=11
8	MID Server	7	1.00	0.45	MID Server=11
8	ML Software Engineering	8	0.50	0.50	ML Software Engineering=1|ML software engineering=1
8	ML Software Stack	3	0.89	0.22	ML Software Stack=24|ML software stack=3
8	MLAG	6	1.00	0.67	MLAG=9
8	MLflow AI	3	1.00	1.00	MLflow AI=4
8	MLflow Docker	3	1.00	1.00	MLflow Docker=1
8	MLlib	6	1.00	1.00	MLlib=5
8	MLX	5	1.00	0.67	MLX=9
8	Model View Controller	6	1.00	0.83	Model View Controller=6
8	MongoDB AWS	6	1.00	1.00	MongoDB AWS=1
8	MS Word	7	1.00	0.57	MS Word=7
8	MySQL Demonstrated	3	1.00	0.20	MySQL Demonstrated=5
8	Nantes	4	1.00	0.67	Nantes=6
8	NAPALM	3	1.00	0.44	NAPALM=7|Napalm=2
8	Native Strong	8	1.00	1.00	Native Strong=2
8	Native Testing	7	1.00	1.00	Native Testing=4
8	Netezza	3	1.00	1.00	Netezza=8
8	Netlify	7	1.00	0.56	Netlify=9
8	Networking BGP	6	1.00	1.00	Networking BGP=1
8	Networking Demonstrated	5	0.67	0.33	Networking Demonstrated=2|networking Demonstrated=1
8	Next.js Ability	4	1.00	1.00	Next.js Ability=1
8	Next.js Backend	6	1.00	1.00	Next.js Backend=3
8	Node.js + TypeScript	4	1.00	1.00	Node.js + TypeScript=5
8	Node.js Frontend	3	1.00	1.00	Node.js Frontend=3
8	Node.js Python REST	4	1.00	1.00	Node.js Python REST=1
8	NPC	4	1.00	0.50	NPC=14
8	NSight Systems	6	1.00	0.75	NSight Systems=5|Nsight Systems=3
8	Numba	5	0.50	1.00	Numba=4|numba=4
8	NumPy SciPy Scikit	7	1.00	1.00	NumPy SciPy Scikit=2
8	Oracle Data	7	0.75	0.62	Oracle Data=6|Oracle data=2
8	Oracle Enterprise Manager	7	1.00	0.88	Oracle Enterprise Manager=8
8	Oracle PL	7	1.00	1.00	Oracle PL=6
8	Oracle Strong	5	1.00	0.75	Oracle Strong=4
8	Orb	7	1.00	0.58	Orb=9|ORB=3
8	ORC	7	1.00	0.36	ORC=10|Orc=1
8	Pak	3	1.00	1.00	Pak=7
8	Palais	3	1.00	0.48	Palais=23
8	Paxos	5	1.00	0.22	Paxos=9
8	Peek	3	0.75	0.75	Peek=6|peek=2
8	Platform Engineering Architect	6	1.00	0.40	Platform Engineering Architect=5
8	platform SDK	7	0.40	0.80	platform SDK=3|Platform SDK=2
8	Playwright API	6	1.00	1.00	Playwright API=6
8	Podman Kubernetes	4	1.00	1.00	Podman Kubernetes=5
8	PostgreSQL Cloud	6	1.00	1.00	PostgreSQL Cloud=4
8	PostgreSQL Proven	7	1.00	0.50	PostgreSQL Proven=4
8	PowerApps	5	1.00	0.89	PowerApps=9
8	PowerShell Microsoft	7	1.00	1.00	PowerShell Microsoft=2
8	Preferred Qualifications Good	6	1.00	1.00	Preferred Qualifications Good=1
8	PREFERRED QUALIFICATIONS Production	5	1.00	0.67	PREFERRED QUALIFICATIONS Production=2|Preferred Qualifications Production=1
8	Professional Cloud DevOps	6	1.00	0.62	Professional Cloud DevOps=8
8	Professional DevOps Engineer	5	1.00	1.00	Professional DevOps Engineer=2
8	Professional ML	5	0.50	0.50	Professional ML=4|professional ML=4
8	Protobuf Experience	5	0.86	0.86	Protobuf Experience=6|protobuf experience=1
8	PSPO	8	1.00	0.38	PSPO=8
8	Pulumi Experience	8	0.50	1.00	Pulumi Experience=1|Pulumi experience=1
8	Puppet Familiarity	5	1.00	1.00	Puppet Familiarity=2
8	Python 3	6	1.00	1.00	Python 3=3
8	Python Familiar	7	1.00	0.33	Python Familiar=3
8	Python Implement	6	1.00	0.50	Python Implement=2
8	Python Kafka	7	1.00	0.50	Python Kafka=2
8	Python Strong SQL	7	1.00	0.50	Python Strong SQL=2
8	QlikView	3	1.00	1.00	QlikView=8
8	Qualifications Proficient	6	1.00	0.50	Qualifications Proficient=3|QUALIFICATIONS Proficient=1
8	R4	8	1.00	0.27	R4=11
8	railway	7	0.40	0.20	railway=6|Railway=4
8	Rancher RKE2	4	1.00	1.00	Rancher RKE2=2
8	RDP	5	1.00	0.55	RDP=11
8	React Angular TypeScript	4	1.00	1.00	React Angular TypeScript=1
8	React MySQL	6	1.00	1.00	React MySQL=2
8	README	6	0.75	0.38	README=3|ReadMe=3|readme=2
8	Red Hat Linux	7	1.00	0.88	Red Hat Linux=8
8	Redis Streams	7	0.88	1.00	Redis Streams=7|Redis streams=1
8	Reflex	7	0.71	0.29	Reflex=10|reflex=4
8	Renda	5	0.73	0.27	Renda=11|renda=4
8	required Microsoft	7	0.50	0.50	required Microsoft=2|Required Microsoft=2
8	Required Qualifications At	7	1.00	0.50	Required Qualifications At=2
8	Responsibilities Full Stack	6	1.00	0.50	Responsibilities Full Stack=2
8	RFC 8693	3	1.00	0.50	RFC 8693=8
8	ROM	7	1.00	0.20	ROM=10
8	Rovo	7	1.00	0.57	Rovo=14
8	RxJS Experience	4	0.50	1.00	RxJS Experience=3|RxJs experience=3
8	sales Solutions Architect	4	0.50	0.50	sales Solutions Architect=1|Sales Solutions Architect=1
8	Salesforce Core	4	0.89	0.22	Salesforce Core=8|Salesforce core=1
8	Salesforce DevOps	7	1.00	0.46	Salesforce DevOps=13
8	Salesforce Revenue Cloud	5	1.00	0.38	Salesforce Revenue Cloud=21
8	SAP BPC	3	1.00	0.38	SAP BPC=8
8	SAP Business Technology	5	1.00	0.67	SAP Business Technology=9
8	SAP BW	5	1.00	0.25	SAP BW=20
8	SauceLabs	5	0.83	0.42	SauceLabs=8|Saucelabs=2|saucelabs=2
8	Scala Kubernetes	3	1.00	1.00	Scala Kubernetes=1
8	Scala Spark	7	1.00	1.00	Scala Spark=5
8	SCCM MECM	5	1.00	1.00	SCCM MECM=1
8	Science 3+	7	0.60	0.20	Science 3+=3|science 3+=2
8	Science Cloud	5	1.00	1.00	Science Cloud=1
8	SCIM Experience	7	0.75	0.75	SCIM Experience=3|SCIM experience=1
8	ScriptRunner	5	1.00	1.00	ScriptRunner=7|Scriptrunner=1
8	SCSI	3	1.00	0.33	SCSI=9
8	SDWAN	8	1.00	0.38	SDWAN=7|SDWan=1
8	securities finance	4	0.50	0.25	securities finance=4|Securities Finance=4
8	SendGrid	5	1.00	0.22	SendGrid=5|Sendgrid=4
8	SEPA	6	1.00	0.25	SEPA=16
8	Service Portal	6	1.00	0.79	Service Portal=14
8	SFCC	4	1.00	0.25	SFCC=16
8	Simon	5	1.00	0.29	Simon=7
8	SnowPro Core	4	1.00	0.88	SnowPro Core=8
8	SOFTWARE ENGINEER Customer	5	1.00	1.00	SOFTWARE ENGINEER Customer=1
8	Solr Experience	3	1.00	1.00	Solr Experience=4
8	Specialty Google	7	1.00	1.00	Specialty Google=3
8	Spring Boot RESTful	4	1.00	1.00	Spring Boot RESTful=1
8	SQL Proven	7	1.00	1.00	SQL Proven=4
8	SQL REST APIs	6	1.00	1.00	SQL REST APIs=2
8	SQL UNIX	4	1.00	1.00	SQL UNIX=4
8	SQL Web	4	1.00	1.00	SQL Web=2
8	Sr Engineer	6	1.00	1.00	Sr Engineer=1
8	SSMs	3	1.00	0.67	SSMs=8|SSMS=1
8	Stackdriver	7	1.00	0.50	Stackdriver=4|StackDriver=2
8	Staff Android Engineer	4	1.00	0.62	Staff Android Engineer=8
8	Strong C++ Experience	4	0.50	0.50	Strong C++ Experience=1|Strong C++ experience=1
8	strong OOP	6	0.50	1.00	strong OOP=4|Strong OOP=4
8	SuiteScript 1.0	3	1.00	1.00	SuiteScript 1.0=1
8	Technik	4	1.00	0.75	Technik=8
8	Technologies CI	7	0.50	1.00	Technologies CI=1|technologies CI=1
8	Technologies Snowflake	7	1.00	1.00	Technologies Snowflake=1
8	TensorFlow Solid	5	1.00	1.00	TensorFlow Solid=1
8	Testing JUnit	7	1.00	1.00	Testing JUnit=1
8	TigerGraph	5	1.00	0.70	TigerGraph=10
8	tooling Kubernetes	7	0.50	0.50	tooling Kubernetes=1|Tooling Kubernetes=1
8	TypeScript +	5	1.00	1.00	TypeScript +=7|Typescript +=1
8	TypeScript Infrastructure	5	0.71	1.00	TypeScript Infrastructure=4|TypeScript infrastructure=2|Typescript Infrastructure=1
8	UFM	4	1.00	0.31	UFM=16
8	USE Javascript	3	0.75	1.00	USE Javascript=2|USE JavaScript=1|use JavaScript=1
8	V4L2	6	1.00	0.88	V4L2=8
8	VMware Linux	4	1.00	1.00	VMware Linux=1
8	Vue +	3	1.00	1.00	Vue +=8
8	WandB	4	1.00	1.00	WandB=6|Wandb=2
8	WebViews	8	0.85	0.23	WebViews=11|webviews=2
8	XCUITest	8	1.00	0.62	XCUITest=8
8	xDS	4	1.00	0.20	xDS=15
8	Xero	5	1.00	0.26	Xero=19
8	You Qualifications	4	0.80	0.20	You Qualifications=4|you Qualifications=1
8	YugabyteDB	3	1.00	0.53	YugabyteDB=32
8	Zod	8	0.78	0.78	Zod=7|zod=2
8	Zusammenh	8	0.80	0.20	Zusammenh=4|zusammenh=1
7	+ Go	3	1.00	0.29	+ Go=7
7	+ Spring Boot	7	1.00	1.00	+ Spring Boot=7
7	+ SQL	4	1.00	1.00	+ SQL=5
7	.NET Core ASP.NET	4	1.00	1.00	.NET Core ASP.NET=3
7	.NET JavaScript	7	1.00	1.00	.NET JavaScript=1
7	075	4	1.00	0.50	075=8
7	102 Microsoft	6	1.00	1.00	102 Microsoft=1
7	20022	5	1.00	0.43	20022=7
7	3 Strong	3	1.00	1.00	3 Strong=5
7	305 AZ	6	1.00	1.00	305 AZ=1
7	365 Certified	6	1.00	0.22	365 Certified=9
7	365 Cloud	6	0.62	0.62	365 Cloud=5|365 cloud=3
7	365 Exchange	7	1.00	1.00	365 Exchange=1
7	835	7	1.00	0.29	835=7
7	900 USD Zone	3	1.00	0.56	900 USD Zone=9
7	AArch64	5	1.00	0.62	AArch64=5|aarch64=3
7	ABAP Developer	3	1.00	0.44	ABAP Developer=9
7	Access Administrator Associate	6	1.00	0.29	Access Administrator Associate=7
7	ACV	3	1.00	0.67	ACV=6
7	Administer Linux	7	1.00	1.00	Administer Linux=3
7	Administer Microsoft 365	7	0.80	0.60	Administer Microsoft 365=4|administer Microsoft 365=1
7	Advantageous Familiarity	7	0.50	0.50	Advantageous Familiarity=1|advantageous Familiarity=1
7	AGENTS.md	5	1.00	0.29	AGENTS.md=6|agents.md=1
7	Agentspace	3	1.00	0.43	Agentspace=6|AgentSpace=1
7	Agile methodologies Ability	6	0.50	0.25	Agile methodologies Ability=2|Agile Methodologies Ability=2
7	AI Document	4	1.00	1.00	AI Document=1
7	Airflow DAG	6	1.00	0.75	Airflow DAG=4
7	Airflow You	6	1.00	1.00	Airflow You=4
7	AIT	4	0.90	0.20	AIT=9|ait=1
7	ALBs	4	1.00	0.80	ALBs=10
7	Amazon OpenSearch	3	1.00	0.75	Amazon OpenSearch=8
7	Amazon SNS	4	1.00	1.00	Amazon SNS=9
7	Amazon SQS Amazon	4	1.00	1.00	Amazon SQS Amazon=1
7	Android Open	7	0.86	0.57	Android Open=6|Android open=1
7	Android Open Source	7	0.86	0.57	Android Open Source=6|Android open source=1
7	Ansible Ability	7	1.00	1.00	Ansible Ability=1
7	Ansible CI	6	1.00	1.00	Ansible CI=2
7	Ansible Kubernetes	4	1.00	1.00	Ansible Kubernetes=1
7	Apache Arrow	6	1.00	0.62	Apache Arrow=8
7	Apache Kafka Experience	6	1.00	0.50	Apache Kafka Experience=2
7	Apache Pinot	4	1.00	0.29	Apache Pinot=14
7	API Build	6	0.75	0.75	API Build=3|API build=1
7	APIs Demonstrated	7	1.00	0.50	APIs Demonstrated=2
7	APIs Good	5	1.00	0.67	APIs Good=3
7	APIs Kafka	6	1.00	1.00	APIs Kafka=2
7	APIs Proficient	5	1.00	1.00	APIs Proficient=3
7	Apollo GraphQL	7	1.00	0.43	Apollo GraphQL=7
7	App Service Azure	5	1.00	1.00	App Service Azure=2
7	App Services Azure	7	1.00	1.00	App Services Azure=1
7	Apple iOS	4	1.00	0.43	Apple iOS=7
7	Applied AI Strong	3	0.86	0.43	Applied AI Strong=6|applied AI strong=1
7	Architectures #LI	5	0.67	0.67	Architectures #LI=2|architectures #LI=1
7	are solid	7	0.40	0.20	are solid=3|ARE Solid=2
7	Ariba	7	1.00	0.57	Ariba=23
7	Aufbau	5	1.00	0.43	Aufbau=7
7	Automatisierungs	4	1.00	0.43	Automatisierungs=7
7	AWR	5	1.00	0.43	AWR=7
7	AWS AgentCore	5	1.00	0.67	AWS AgentCore=9
7	AWS Batch	6	1.00	1.00	AWS Batch=5
7	AWS CloudFormation Experience	7	1.00	1.00	AWS CloudFormation Experience=2
7	AWS CloudFront	3	1.00	0.67	AWS CloudFront=3
7	AWS code	6	0.50	0.67	AWS code=3|AWS Code=3
7	AWS Comfortable	5	1.00	0.20	AWS Comfortable=5
7	AWS Conhecimento	4	1.00	1.00	AWS Conhecimento=1
7	AWS landing zone	4	0.43	0.71	AWS landing zone=4|AWS Landing Zone=3
7	Axum	6	1.00	0.57	Axum=7
7	AZ 305 AZ	6	1.00	1.00	AZ 305 AZ=1
7	Azure DevOps Terraform	6	1.00	1.00	Azure DevOps Terraform=1
7	Azure Excellent	7	1.00	1.00	Azure Excellent=1
7	Azure Proven	6	0.67	0.67	Azure Proven=2|Azure proven=1
7	Azure Security Center	7	1.00	1.00	Azure Security Center=7
7	Azure This	6	1.00	1.00	Azure This=1
7	Azure Virtual Networks	6	1.00	0.83	Azure Virtual Networks=6
7	Bedrock Knowledge	7	0.80	0.60	Bedrock Knowledge=4|Bedrock knowledge=1
7	BI Service	6	0.75	0.88	BI Service=6|BI service=2
7	Bitbucket Experience	6	1.00	1.00	Bitbucket Experience=3
7	Bitbucket Pipelines	7	0.88	1.00	Bitbucket Pipelines=7|Bitbucket pipelines=1
7	Bring Required 5+	5	1.00	0.40	Bring Required 5+=5
7	build RAG	7	0.40	0.20	build RAG=3|Build RAG=2
7	Business AI	6	0.71	0.86	Business AI=5|business AI=2
7	BYOC	5	1.00	0.33	BYOC=9
7	C PREFERRED	3	1.00	1.00	C PREFERRED=3
7	C# Familiarity	5	1.00	1.00	C# Familiarity=4
7	C++ 11	5	1.00	0.50	C++ 11=2
7	C++ Modern	5	1.00	1.00	C++ Modern=3
7	CANape	5	1.00	0.80	CANape=8|CanAPE=1|Canape=1
7	Candidate Profile 5+	3	1.00	0.20	Candidate Profile 5+=5
7	CarPlay	4	1.00	0.25	CarPlay=7|Carplay=1
7	Certifications AI	5	1.00	1.00	Certifications AI=1
7	Certified Data Management	6	1.00	0.67	Certified Data Management=6
7	Certified Developer AWS	4	1.00	1.00	Certified Developer AWS=3
7	Certified Solution	4	1.00	0.29	Certified Solution=7
7	Chakra UI	6	1.00	0.88	Chakra UI=8
7	Champion DevOps	7	0.75	0.25	Champion DevOps=3|champion DevOps=1
7	Chaos Monkey	6	0.83	0.83	Chaos Monkey=5|chaos monkey=1
7	ChatGPT You	5	1.00	1.00	ChatGPT You=1
7	Chrome DevTools Protocol	3	1.00	1.00	Chrome DevTools Protocol=7
7	CI AWS	6	1.00	0.67	CI AWS=3
7	CIPT	6	1.00	0.43	CIPT=7
7	Cisco UCS	7	1.00	0.62	Cisco UCS=8
7	Claude Sonnet	3	1.00	0.57	Claude Sonnet=7
7	Cloud AWS GovCloud	3	1.00	1.00	Cloud AWS GovCloud=1
7	Cloud Google Cloud	6	1.00	1.00	Cloud Google Cloud=1
7	cloud KMS	3	0.40	0.70	cloud KMS=6|Cloud KMS=4
7	CloudSec	5	1.00	0.43	CloudSec=6|cloudSec=1
7	CMS experience	6	0.43	0.29	CMS experience=4|CMS Experience=3
7	Cobalt Strike	4	1.00	0.40	Cobalt Strike=5
7	Compose Experience	5	1.00	0.67	Compose Experience=3
7	Concourse	5	1.00	1.00	Concourse=6
7	Consultant Salesforce	5	1.00	1.00	Consultant Salesforce=8
7	Copilot Experience	4	1.00	1.00	Copilot Experience=3
7	Core ASP.NET	4	1.00	1.00	Core ASP.NET=3
7	Core DevOps	3	0.88	0.50	Core DevOps=7|core DevOps=1
7	Core Web API	6	1.00	1.00	Core Web API=5
7	CosmoDB	5	1.00	1.00	CosmoDB=7
7	CRDs Experience	4	1.00	0.75	CRDs Experience=4
7	CRTL	5	1.00	0.20	CRTL=5
7	CSA certification	5	0.50	0.50	CSA certification=1|CSA Certification=1
